Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
AP006261.1	4	3	0	3	1	1	0	0	2	0	5	2	0	0	2	1	0	1	3	0	1	0	0	0
LONRF2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXADRP3	0	7	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4P7	16	20	1	19	2	2	0	1	1	1	1	1	4	0	0	3	1	5	2	2	1	0	4	1
POTEC	2	4	4	1	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
RNU6-1021P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX19P3	1	5	2	6	5	3	0	6	5	2	6	0	2	3	6	8	6	11	2	2	2	2	5	4
VN1R74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IP8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B	35	50	28	43	14	22	10	7	17	14	27	14	9	8	9	11	11	36	10	11	9	4	6	13
RNU6-1210P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006565.1	0	5	2	1	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0
MIR3156-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005121.1	3	3	1	3	0	1	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0
LINC01443	3	10	2	20	0	0	0	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	1	0
LINC01444	132	112	102	172	4	55	1	8	48	40	94	16	8	6	10	7	5	51	28	19	3	3	5	5
AP005121.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005242.4	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005242.2	1	2	0	4	0	4	1	4	3	5	8	4	2	1	1	3	3	0	5	10	0	4	2	0
AP005242.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005242.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005901.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005901.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005901.5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AP005901.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005901.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AP005901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-721P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROCK1	637	889	629	934	722	874	869	572	910	832	890	437	518	866	974	768	892	938	853	453	819	650	538	569
AC022795.1	5	10	4	6	6	4	3	2	7	3	10	6	0	1	7	8	6	6	7	2	5	7	1	6
RNU6-120P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOGP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022809.1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
GREB1L	142	129	75	143	48	48	40	36	7	6	16	13	14	16	28	31	20	47	46	26	59	47	33	41
AC015878.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCO1	136	140	130	154	187	167	223	122	157	123	182	68	98	174	280	188	195	236	140	109	180	130	105	121
SNRPD1	330	465	313	601	287	425	566	298	331	275	436	194	260	388	431	298	255	514	437	298	424	330	491	511
ABHD3	41	45	52	71	36	56	61	66	59	51	68	25	56	64	87	89	35	110	47	35	56	32	45	52
AC106037.2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AC106037.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIB1	494	610	348	597	593	599	668	411	753	511	691	362	422	633	802	831	692	816	540	299	729	587	389	398
AC106037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL233P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC103987.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MIR133A1HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR133A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1038P	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.4	2	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
RNA5SP451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA6-AS1	50	59	58	145	12	67	35	35	35	39	30	14	101	126	130	164	16	75	51	59	38	46	58	32
GATA6	747	795	649	1803	446	568	755	596	746	768	811	418	1008	1149	1571	1452	423	934	730	1511	753	804	899	463
AC091588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-702P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091588.3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC091588.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC027449.1	2	0	0	1	1	0	0	0	1	1	0	2	1	0	0	1	0	2	1	0	0	0	0	1
CTAGE1	1	7	1	5	12	23	5	0	24	13	21	8	16	18	25	32	15	41	12	4	12	19	8	4
AC099849.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RPS4XP18	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
RNU6-1032P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090912.1	0	2	0	1	0	1	0	0	0	0	1	0	0	2	3	1	0	2	0	3	1	0	1	1
AC090912.2	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RBBP8	449	462	272	398	144	194	261	111	160	121	165	107	127	199	232	159	166	257	196	131	205	125	137	207
AC090912.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2CP2	0	2	1	0	1	1	3	1	0	0	2	0	3	1	2	1	0	0	1	0	1	1	0	0
MIR4741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL745P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABLES1	665	776	543	863	423	488	288	366	794	266	365	369	832	387	349	780	153	823	464	384	479	422	349	242
TMEM241	109	104	92	150	102	137	96	96	134	94	140	31	127	125	141	121	65	185	92	74	110	117	130	72
AC011731.1	1	0	0	1	0	0	0	1	0	0	1	0	4	0	2	2	0	0	0	0	0	0	2	2
RIOK3	475	636	475	732	657	788	1168	708	787	723	1100	438	487	835	1208	878	852	973	736	454	675	525	450	547
AC026634.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC026634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RMC1	343	346	246	369	279	394	441	224	474	264	459	151	260	317	545	344	246	429	289	207	335	270	238	201
NPC1	2205	2119	1255	2085	1347	1622	1028	644	1233	1131	753	230	963	1335	899	678	1138	2119	1195	831	1149	887	1040	670
AC010853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD29	67	55	61	79	28	64	24	29	37	6	16	16	37	24	38	64	7	97	59	58	20	36	45	35
RPS10P27	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	2	1	0	1	1	0	2	2	0
LAMA3	264	272	176	257	46	130	8	12	48	11	20	8	78	20	36	58	8	177	95	79	64	55	64	41
RPL23AP77	1	3	1	0	5	0	0	1	0	0	2	1	3	0	1	1	0	2	0	2	1	1	3	1
AC010754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
TTC39C	131	147	115	163	91	167	132	99	109	46	109	48	69	107	157	178	73	122	124	89	148	109	81	77
TTC39C-AS1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	1	2	0	0	0	0	0
AC090772.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC090772.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5A-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090772.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABYR	68	68	35	41	72	124	88	42	148	112	97	52	102	160	174	103	33	159	91	46	115	119	55	65
AC090772.3	2	1	1	3	2	1	0	4	1	0	0	0	2	1	1	2	1	4	1	1	1	0	1	2
OSBPL1A	425	674	455	595	260	341	422	240	481	353	421	200	371	371	415	588	271	600	434	218	497	416	318	296
RNA5SP452	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC090772.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0
RNU6-435P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023983.2	0	0	0	0	1	3	2	0	0	0	5	1	1	0	2	3	0	0	1	0	1	0	0	0
IMPACT	250	322	280	292	317	284	455	204	348	243	359	187	230	389	461	343	339	400	278	156	330	254	210	220
AC007922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007922.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRH4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AC007922.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007922.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AC007922.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A3P1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC01915	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RAC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018697.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBP2P1	0	2	0	1	1	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	2	0
AC104961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF521	75	76	77	103	20	24	49	14	5	3	5	2	50	51	96	51	15	18	19	4	18	9	14	15
AC105114.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110603.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL97P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC027229.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
SS18	855	919	730	1299	885	852	1704	921	1044	1147	1600	446	796	1192	1971	1148	903	1380	1054	770	909	810	952	654
RPS24P18	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0
PSMA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
DHFRP1	10	12	0	13	10	14	2	1	9	2	25	0	2	0	2	7	3	15	7	1	13	4	10	3
NPM1P2	1	0	2	1	0	0	0	1	1	0	1	2	1	2	0	0	0	0	0	0	0	1	2	0
TAF4B	29	39	33	39	27	27	35	30	37	30	32	19	26	42	39	42	24	54	29	22	26	25	27	11
SINHCAFP1	5	1	1	0	4	2	3	2	2	2	0	0	1	2	5	3	2	4	2	0	1	1	1	1
AC121320.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0
AC022069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1289P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD1	189	243	161	379	186	260	302	221	248	263	281	136	297	417	535	410	159	387	395	345	223	201	241	149
AC007996.1	19	16	8	18	17	18	21	9	16	14	19	3	15	11	23	22	21	26	19	8	14	13	13	17
AC090206.1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
MIR8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIAPIN1P	8	14	2	24	15	21	14	9	8	6	34	0	13	5	24	35	30	37	13	5	9	8	15	3
AQP4-AS1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
AC012588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012588.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018371.2	30	41	14	47	32	47	30	14	31	32	118	7	11	21	56	86	34	100	26	24	36	23	98	22
AQP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHST9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC023575.1	4	3	2	4	1	4	1	2	1	2	7	2	1	2	1	4	5	8	2	5	1	0	6	2
LINC01908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA52P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068408.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PA2G4P3	1	3	0	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0
AC068408.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH2	2407	4091	4615	6896	5698	8335	7032	4343	6932	7748	5656	1467	6113	10282	8640	5580	7110	12069	9282	5998	7663	6242	8976	5537
AC110015.1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006249.1	0	3	0	0	0	2	0	0	0	1	1	0	0	0	1	1	1	5	2	3	0	0	0	0
AC090365.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ARIH2P1	7	25	4	13	22	24	7	9	16	9	38	10	7	5	35	34	10	45	6	6	7	18	18	6
AC023932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-408P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105245.1	10	18	2	18	18	18	11	5	8	10	28	1	6	14	35	30	17	21	6	3	7	6	16	2
AC074237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117569.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR302F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090506.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090506.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016382.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-857P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC3	0	0	0	2	0	47	1	0	0	0	0	0	8	11	4	3	0	72	15	6	0	2	0	0
DSC2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	3	0	4	3	1	1	0	0	0
DSCAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DSC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012417.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-167P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021549.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DSG3	1	3	0	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AC021549.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG2	584	738	461	628	13	26	6	8	114	55	25	16	38	69	38	28	14	62	29	13	91	116	53	47
DSG2-AS1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B4GALT6	242	214	140	262	92	114	90	57	129	97	102	61	96	54	65	75	82	181	114	97	127	111	150	120
AC017100.1	23	10	10	23	8	7	7	7	4	6	13	2	12	4	5	13	10	12	8	2	5	4	10	10
RN7SKP44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A7P	0	0	0	1	0	0	1	0	4	0	0	1	2	3	3	2	1	2	0	0	1	0	0	0
AC017100.2	3	5	1	1	3	7	1	2	1	1	6	0	0	1	8	4	1	14	5	0	5	0	7	0
SLC25A52	1	0	0	2	2	1	0	0	0	2	3	0	2	0	0	2	4	2	0	1	0	0	1	0
TRAPPC8	437	597	380	501	459	542	482	310	597	334	541	178	359	434	677	603	428	655	416	211	600	411	343	275
AC022960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022960.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022960.2	0	0	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
RNU6-1050P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009831.1	8	6	7	28	20	15	42	22	14	23	19	18	12	27	30	24	12	38	13	41	15	11	23	7
PGDP1	64	106	10	111	66	104	42	24	25	29	88	4	24	20	62	107	58	185	57	50	63	58	263	27
AC009831.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009831.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
RNF125	11	12	8	11	7	21	13	9	3	1	16	5	0	16	9	7	8	8	17	6	10	11	4	3
AC011825.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009831.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011825.1	0	5	1	5	8	4	4	1	3	6	5	2	1	2	0	6	7	7	2	1	6	0	1	0
AC011825.4	0	0	1	5	1	1	1	1	1	0	1	0	0	1	4	1	0	0	1	1	3	0	0	0
RNF138	73	88	66	85	94	96	77	49	85	57	104	44	42	66	120	76	83	114	85	63	78	72	58	83
AC011825.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAREM1	121	137	103	140	93	78	141	86	103	79	126	66	94	141	164	114	159	117	95	49	71	93	96	50
RNA5SP453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEP1B	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0
CLUHP6	2	2	1	5	3	3	0	0	0	1	3	0	0	1	0	5	2	10	3	2	1	0	6	0
AC015563.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015563.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P7	110	134	66	210	134	262	111	80	137	119	397	39	78	69	265	417	155	402	137	96	157	116	281	68
AC025887.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
WBP11P1	2	13	3	10	15	12	6	4	8	6	12	3	11	7	7	13	7	36	7	3	2	1	4	2
AC009835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012123.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012123.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090371.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0	1	2	0	0	0	1	1
AC090371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASXL3	3	0	0	0	0	0	1	2	3	0	0	1	4	4	7	2	0	0	0	0	2	2	3	0
NOL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087397.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104985.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104985.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTNA	439	516	349	519	40	60	67	47	46	21	26	23	98	55	77	90	41	78	58	46	114	107	164	139
AC013290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
