NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562,EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562,,96,0.23003764,0.81363153,0.8575804,0.9175196,1,2962,"tags=23%, list=20%, signal=28%"
SIGNALING BY EGFR IN CANCER%REACTOME DATABASE ID RELEASE 83%1643713,SIGNALING BY EGFR IN CANCER%REACTOME DATABASE ID RELEASE 83%1643713,,19,0.30732936,0.8136207,0.7373913,0.917075,1,2393,"tags=32%, list=16%, signal=38%"
SULFUR COMPOUND TRANSPORT%GOBP%GO:0072348,SULFUR COMPOUND TRANSPORT%GOBP%GO:0072348,,26,0.2877997,0.8133681,0.771777,0.9170894,1,2023,"tags=23%, list=14%, signal=27%"
DEGRADATION OF BETA CATENIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DEGRADATION OF BETA CATENIN,DEGRADATION OF BETA CATENIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DEGRADATION OF BETA CATENIN,,17,0.31512803,0.8131545,0.73920554,0.916994,1,3329,"tags=47%, list=22%, signal=61%"
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828,HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828,,52,0.24637172,0.8129722,0.8330551,0.91686267,1,2794,"tags=17%, list=19%, signal=21%"
SOCIAL BEHAVIOR%GOBP%GO:0035176,SOCIAL BEHAVIOR%GOBP%GO:0035176,,15,0.3286022,0.8125695,0.7175844,0.9171634,1,1920,"tags=27%, list=13%, signal=31%"
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY,PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY,,20,0.30569434,0.8120766,0.74533105,0.91762,1,2128,"tags=25%, list=14%, signal=29%"
BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083,BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083,,16,0.32057032,0.81199604,0.7378472,0.91731393,1,2676,"tags=19%, list=18%, signal=23%"
PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY,PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY,,31,0.27546278,0.8115137,0.7280265,0.9177517,1,36,"tags=6%, list=0%, signal=6%"
INTERMEDIATE FILAMENT-BASED PROCESS%GOBP%GO:0045103,INTERMEDIATE FILAMENT-BASED PROCESS%GOBP%GO:0045103,,27,0.28329948,0.8112469,0.78014183,0.9178069,1,2907,"tags=26%, list=20%, signal=32%"
REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677,REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677,,49,0.2526651,0.810387,0.8115942,0.9189484,1,3615,"tags=31%, list=24%, signal=40%"
AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427,AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427,,41,0.26403236,0.81035614,0.77227724,0.9185426,1,3870,"tags=32%, list=26%, signal=43%"
TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.1,TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.1,,18,0.31241676,0.8102022,0.7358491,0.91834754,1,353,"tags=11%, list=2%, signal=11%"
THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429,THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429,,41,0.26403236,0.8101899,0.78061223,0.9179058,1,3870,"tags=32%, list=26%, signal=43%"
RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR,RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR,,23,0.29293987,0.8101163,0.7590361,0.9175928,1,3936,"tags=43%, list=27%, signal=59%"
GLUCAN METABOLIC PROCESS%GOBP%GO:0044042,GLUCAN METABOLIC PROCESS%GOBP%GO:0044042,,20,0.30499646,0.8091271,0.7640068,0.9190146,1,1580,"tags=20%, list=11%, signal=22%"
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE,REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE,,64,0.2436615,0.80844164,0.8089172,0.91976196,1,4187,"tags=33%, list=28%, signal=46%"
NRIF SIGNALS CELL DEATH FROM THE NUCLEUS%REACTOME%R-HSA-205043.1,NRIF SIGNALS CELL DEATH FROM THE NUCLEUS%REACTOME%R-HSA-205043.1,,15,0.3263046,0.808343,0.71971065,0.91947067,1,2598,"tags=27%, list=18%, signal=32%"
POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032735,POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032735,,19,0.30627063,0.8080581,0.71272725,0.9195401,1,3615,"tags=26%, list=24%, signal=35%"
SUMOYLATION OF TRANSCRIPTION COFACTORS%REACTOME%R-HSA-3899300.5,SUMOYLATION OF TRANSCRIPTION COFACTORS%REACTOME%R-HSA-3899300.5,,41,0.2607599,0.80762213,0.8153078,0.9198737,1,3555,"tags=32%, list=24%, signal=42%"
AUTOPHAGY%WIKIPATHWAYS_20220510%WP4923%HOMO SAPIENS,AUTOPHAGY%WIKIPATHWAYS_20220510%WP4923%HOMO SAPIENS,,21,0.2991914,0.80758816,0.7381757,0.91947126,1,1196,"tags=19%, list=8%, signal=21%"
PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513,PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513,,65,0.2399032,0.80744857,0.8250401,0.9192622,1,4761,"tags=45%, list=32%, signal=65%"
CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005,CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005,,22,0.30078375,0.80631363,0.7608319,0.92089957,1,2247,"tags=18%, list=15%, signal=21%"
CELLULAR GLUCAN METABOLIC PROCESS%GOBP%GO:0006073,CELLULAR GLUCAN METABOLIC PROCESS%GOBP%GO:0006073,,20,0.30499646,0.80611336,0.7495463,0.9208026,1,1580,"tags=20%, list=11%, signal=22%"
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705,CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705,,150,0.2113809,0.8060242,0.92011833,0.92050713,1,4180,"tags=32%, list=28%, signal=44%"
IL-1 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP195%HOMO SAPIENS,IL-1 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP195%HOMO SAPIENS,,40,0.25759062,0.8053122,0.80234504,0.9213371,1,2154,"tags=18%, list=15%, signal=20%"
NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0006913,NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0006913,,179,0.20691112,0.805164,0.9376855,0.92115754,1,3005,"tags=21%, list=20%, signal=26%"
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147,NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147,,16,0.32220697,0.8050403,0.729927,0.9209225,1,3304,"tags=38%, list=22%, signal=48%"
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 83%168138,TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 83%168138,,98,0.22434977,0.8042048,0.8768,0.92195195,1,3799,"tags=32%, list=26%, signal=42%"
REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8934593.1,REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8934593.1,,17,0.3117374,0.8034866,0.7132988,0.9227815,1,587,"tags=12%, list=4%, signal=12%"
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902176,NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902176,,17,0.30468252,0.8033809,0.7340824,0.9225053,1,4087,"tags=53%, list=28%, signal=73%"
RNA STABILIZATION%GOBP%GO:0043489,RNA STABILIZATION%GOBP%GO:0043489,,49,0.24919406,0.8033398,0.8092869,0.9221238,1,3563,"tags=27%, list=24%, signal=35%"
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20220510%WP2446%HOMO SAPIENS,RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20220510%WP2446%HOMO SAPIENS,,65,0.23450938,0.80202985,0.858954,0.9240239,1,4136,"tags=38%, list=28%, signal=53%"
E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS%REACTOME%R-HSA-8866654.3,E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS%REACTOME%R-HSA-8866654.3,,47,0.25261626,0.80179197,0.8009868,0.92399746,1,3430,"tags=26%, list=23%, signal=33%"
RAB GERANYLGERANYLATION%REACTOME DATABASE ID RELEASE 83%8873719,RAB GERANYLGERANYLATION%REACTOME DATABASE ID RELEASE 83%8873719,,54,0.24611294,0.8017259,0.82372326,0.923647,1,2012,"tags=19%, list=14%, signal=21%"
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626,REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626,,35,0.26408842,0.80026805,0.7957861,0.925739,1,1911,"tags=20%, list=13%, signal=23%"
MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267,MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267,,41,0.26403236,0.79997486,0.81456953,0.925791,1,3870,"tags=32%, list=26%, signal=43%"
NOD1 2 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%168638,NOD1 2 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%168638,,30,0.27411145,0.79977,0.78571427,0.925689,1,524,"tags=10%, list=4%, signal=10%"
REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043122,REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043122,,191,0.20531833,0.79968584,0.9423631,0.9253712,1,3804,"tags=29%, list=26%, signal=38%"
LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME%R-HSA-8876384.1,LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME%R-HSA-8876384.1,,17,0.3135515,0.7993269,0.7591623,0.9255508,1,2410,"tags=29%, list=16%, signal=35%"
BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY,BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY,,19,0.30904007,0.79918724,0.754717,0.9253405,1,2371,"tags=26%, list=16%, signal=31%"
POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950,POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950,,114,0.21641326,0.7989289,0.92534995,0.92531365,1,2755,"tags=19%, list=19%, signal=24%"
"GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.3","GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.3",,18,0.31241676,0.7986947,0.7688172,0.9252629,1,353,"tags=11%, list=2%, signal=11%"
BCR SIGNALING PATHWAY%PATHWHIZ%PW070885,BCR SIGNALING PATHWAY%PATHWHIZ%PW070885,,26,0.28765187,0.79860127,0.77319586,0.9249632,1,3179,"tags=31%, list=21%, signal=39%"
REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060544,REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060544,,18,0.31502557,0.7983027,0.7670753,0.92504215,1,3103,"tags=28%, list=21%, signal=35%"
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY,FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY,,46,0.25470543,0.797859,0.8174061,0.92533207,1,4171,"tags=37%, list=28%, signal=51%"
MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132,MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132,,34,0.27030098,0.7972105,0.80475384,0.9260139,1,4490,"tags=41%, list=30%, signal=59%"
ACTIVATION OF GABAB RECEPTORS%REACTOME DATABASE ID RELEASE 83%991365,ACTIVATION OF GABAB RECEPTORS%REACTOME DATABASE ID RELEASE 83%991365,,21,0.2965189,0.7970849,0.7590361,0.9257842,1,2385,"tags=24%, list=16%, signal=28%"
REGULATION OF CELL SHAPE%GOBP%GO:0008360,REGULATION OF CELL SHAPE%GOBP%GO:0008360,,83,0.2288975,0.79655826,0.86089647,0.92618513,1,2539,"tags=22%, list=17%, signal=26%"
NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220510%WP4008%HOMO SAPIENS,NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220510%WP4008%HOMO SAPIENS,,20,0.3026057,0.79602176,0.73415494,0.9266697,1,2119,"tags=20%, list=14%, signal=23%"
POSITIVE REGULATION OF CILIUM ASSEMBLY%GOBP%GO:0045724,POSITIVE REGULATION OF CILIUM ASSEMBLY%GOBP%GO:0045724,,20,0.29729015,0.7960088,0.78014183,0.92622554,1,2678,"tags=30%, list=18%, signal=37%"
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY,REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY,,42,0.25713074,0.79545087,0.82302403,0.9267267,1,3053,"tags=26%, list=21%, signal=33%"
SUMOYLATION%REACTOME%R-HSA-2990846.5,SUMOYLATION%REACTOME%R-HSA-2990846.5,,157,0.20801117,0.795267,0.9230769,0.9265655,1,3555,"tags=28%, list=24%, signal=36%"
SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097479,SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097479,,28,0.27731195,0.79439515,0.81206894,0.927566,1,3640,"tags=32%, list=25%, signal=43%"
EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:0008625,EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:0008625,,28,0.27872014,0.7943018,0.78708553,0.9272851,1,1199,"tags=18%, list=8%, signal=19%"
ESTABLISHMENT OF SPINDLE ORIENTATION%GOBP%GO:0051294,ESTABLISHMENT OF SPINDLE ORIENTATION%GOBP%GO:0051294,,30,0.27370334,0.7940318,0.8232236,0.9272704,1,3509,"tags=33%, list=24%, signal=44%"
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950,NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950,,68,0.2346317,0.79392755,0.8747994,0.92698354,1,2530,"tags=24%, list=17%, signal=28%"
REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010611,REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010611,,23,0.28313312,0.7934899,0.79137933,0.9272841,1,2199,"tags=17%, list=15%, signal=20%"
REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000008,REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000008,,26,0.2801249,0.79314804,0.8105263,0.9274211,1,3259,"tags=35%, list=22%, signal=44%"
REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 83%6804757,REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 83%6804757,,35,0.26300907,0.7930816,0.79427546,0.9270626,1,2338,"tags=23%, list=16%, signal=27%"
G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%R-HSA-392451.3,G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%R-HSA-392451.3,,15,0.32358515,0.7913834,0.75091577,0.9295392,1,3242,"tags=47%, list=22%, signal=60%"
GABA B RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%977444,GABA B RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%977444,,21,0.2965189,0.7912107,0.76842105,0.92935824,1,2385,"tags=24%, list=16%, signal=28%"
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621,POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621,,64,0.23412733,0.79112476,0.8593997,0.92904335,1,2699,"tags=19%, list=18%, signal=23%"
PID_ATF2_PATHWAY%MSIGDB_C2%PID_ATF2_PATHWAY,PID_ATF2_PATHWAY%MSIGDB_C2%PID_ATF2_PATHWAY,,41,0.25526205,0.7889139,0.8151815,0.93222797,1,592,"tags=10%, list=4%, signal=10%"
NEGATIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:1902373,NEGATIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:1902373,,48,0.24570721,0.7882849,0.8390411,0.93281895,1,2954,"tags=23%, list=20%, signal=29%"
VASCULOGENESIS%GOBP%GO:0001570,VASCULOGENESIS%GOBP%GO:0001570,,27,0.27412608,0.78791326,0.79966885,0.93298846,1,1273,"tags=11%, list=9%, signal=12%"
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY,PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY,,33,0.2673994,0.7871242,0.8224138,0.9337992,1,1223,"tags=12%, list=8%, signal=13%"
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300,REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300,,17,0.3051331,0.78615403,0.7966728,0.93494445,1,491,"tags=12%, list=3%, signal=12%"
TRANSPORT ALONG MICROTUBULE%GOBP%GO:0010970,TRANSPORT ALONG MICROTUBULE%GOBP%GO:0010970,,123,0.21088815,0.7860889,0.9355322,0.934596,1,4180,"tags=32%, list=28%, signal=44%"
SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 83%373755,SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 83%373755,,54,0.24283496,0.78587407,0.85897434,0.93449265,1,2696,"tags=22%, list=18%, signal=27%"
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2,VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2,,32,0.26421076,0.7857397,0.8106312,0.93424356,1,2334,"tags=22%, list=16%, signal=26%"
REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143,REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143,,50,0.24697262,0.78534776,0.8496732,0.93442297,1,3612,"tags=32%, list=24%, signal=42%"
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014,POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014,,83,0.2238329,0.7851534,0.8812199,0.9342934,1,2543,"tags=18%, list=17%, signal=22%"
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY,PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY,,19,0.3004423,0.7847903,0.7705479,0.93441707,1,26,"tags=5%, list=0%, signal=5%"
REGULATION OF MUSCLE HYPERTROPHY%GOBP%GO:0014743,REGULATION OF MUSCLE HYPERTROPHY%GOBP%GO:0014743,,23,0.28313312,0.78472584,0.79897785,0.9340669,1,2199,"tags=17%, list=15%, signal=20%"
INTERMEDIATE FILAMENT ORGANIZATION%GOBP%GO:0045109,INTERMEDIATE FILAMENT ORGANIZATION%GOBP%GO:0045109,,15,0.3149541,0.7846065,0.7996633,0.93378717,1,4114,"tags=33%, list=28%, signal=46%"
IMPORT INTO NUCLEUS%GOBP%GO:0051170,IMPORT INTO NUCLEUS%GOBP%GO:0051170,,78,0.22669727,0.7844561,0.88820827,0.93356496,1,1864,"tags=14%, list=13%, signal=16%"
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068,POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068,,170,0.20509948,0.78417724,0.95868945,0.9335712,1,4688,"tags=38%, list=32%, signal=55%"
"PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198","PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198",,15,0.3115234,0.78400636,0.7604356,0.93339694,1,3254,"tags=33%, list=22%, signal=43%"
COLLAGEN CATABOLIC PROCESS%GOBP%GO:0030574,COLLAGEN CATABOLIC PROCESS%GOBP%GO:0030574,,17,0.3011304,0.7838386,0.7930435,0.9332045,1,2529,"tags=29%, list=17%, signal=35%"
THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%R-HSA-428930.2,THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%R-HSA-428930.2,,16,0.31286144,0.78264666,0.7692308,0.934612,1,2385,"tags=38%, list=16%, signal=45%"
MELANOSOME ORGANIZATION%GOBP%GO:0032438,MELANOSOME ORGANIZATION%GOBP%GO:0032438,,35,0.26051947,0.7819307,0.83136594,0.9352631,1,2782,"tags=23%, list=19%, signal=28%"
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641,REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641,,20,0.29683942,0.7818141,0.8027682,0.93498313,1,3053,"tags=35%, list=21%, signal=44%"
NEUTRAL LIPID METABOLIC PROCESS%GOBP%GO:0006638,NEUTRAL LIPID METABOLIC PROCESS%GOBP%GO:0006638,,46,0.24583034,0.78166384,0.8483871,0.93476737,1,3240,"tags=30%, list=22%, signal=39%"
NEGATIVE REGULATION OF PROTEIN TRANSPORT%GOBP%GO:0051224,NEGATIVE REGULATION OF PROTEIN TRANSPORT%GOBP%GO:0051224,,64,0.2328117,0.78059196,0.86601305,0.9360067,1,3365,"tags=31%, list=23%, signal=40%"
HORMONE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0009755,HORMONE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0009755,,61,0.23382631,0.7790241,0.87922704,0.9379786,1,3053,"tags=23%, list=21%, signal=29%"
HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1,HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1,,86,0.22257058,0.7787315,0.8985737,0.9379854,1,2128,"tags=15%, list=14%, signal=18%"
16P11.2 DISTAL DELETION SYNDROME%WIKIPATHWAYS_20220510%WP4950%HOMO SAPIENS,16P11.2 DISTAL DELETION SYNDROME%WIKIPATHWAYS_20220510%WP4950%HOMO SAPIENS,,19,0.29121113,0.77862877,0.797227,0.9376768,1,2582,"tags=26%, list=17%, signal=32%"
POSITIVE REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043507,POSITIVE REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043507,,27,0.26860482,0.77823997,0.8117647,0.93782175,1,3612,"tags=41%, list=24%, signal=54%"
PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753,PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753,,35,0.26051947,0.77614075,0.847487,0.94061935,1,2782,"tags=23%, list=19%, signal=28%"
HISTONE METHYLATION%GOBP%GO:0016571,HISTONE METHYLATION%GOBP%GO:0016571,,49,0.24031149,0.773364,0.8712871,0.94441754,1,3007,"tags=24%, list=20%, signal=31%"
5HT1 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04373,5HT1 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04373,,19,0.29660815,0.7733517,0.81128746,0.94397277,1,2385,"tags=26%, list=16%, signal=31%"
TNF STRESS RELATED SIGNALING%PATHWHIZ%PW064784,TNF STRESS RELATED SIGNALING%PATHWHIZ%PW064784,,20,0.29243127,0.7730436,0.79122806,0.9439996,1,989,"tags=15%, list=7%, signal=16%"
REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME DATABASE ID RELEASE 83%165054,REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME DATABASE ID RELEASE 83%165054,,31,0.2650412,0.7725081,0.82675815,0.9443484,1,1505,"tags=16%, list=10%, signal=18%"
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.3,ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.3,,17,0.3004662,0.7722132,0.7867133,0.9443466,1,2889,"tags=29%, list=20%, signal=36%"
PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY,PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY,,41,0.2463094,0.77196866,0.86893207,0.9442685,1,2154,"tags=17%, list=15%, signal=20%"
TNF SIGNALING%REACTOME DATABASE ID RELEASE 83%75893,TNF SIGNALING%REACTOME DATABASE ID RELEASE 83%75893,,51,0.23582228,0.7706458,0.8681672,0.9458035,1,4059,"tags=35%, list=27%, signal=48%"
APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME DATABASE ID RELEASE 83%111465,APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME DATABASE ID RELEASE 83%111465,,31,0.2580983,0.7697771,0.8512111,0.94663656,1,2907,"tags=29%, list=20%, signal=36%"
INTRACELLULAR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030522,INTRACELLULAR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030522,,91,0.2161594,0.76938254,0.91135305,0.9467394,1,3119,"tags=22%, list=21%, signal=28%"
